country_id,win,year,sf_qualify,top10_last
36,0,1979,0,0
37,0,1979,0,0
38,0,1979,0,0
39,0,1979,0,0
40,0,1979,0,0
41,0,1979,0,0
42,0,1979,0,0
43,0,1979,0,0
44,0,1979,0,0
45,0,1979,0,0
46,0,1979,0,0
47,0,1979,0,0
48,0,1979,0,0
49,0,1979,0,0
50,0,1979,0,0
51,0,1979,0,0
52,0,1979,0,0
53,0,1979,0,0
0,0,1980,0,0
1,0,1980,0,0
2,0,1980,0,1
3,0,1980,0,1
4,1,1980,0,1
5,0,1980,0,1
6,0,1980,0,0
7,0,1980,0,0
8,0,1980,0,0
9,0,1980,0,0
10,0,1980,0,0
11,0,1980,0,1
12,0,1980,0,1
13,0,1980,0,0
14,0,1980,0,1
15,0,1980,0,0
16,0,1980,0,0
17,0,1980,0,1
18,0,1980,0,0
19,0,1980,0,0
20,0,1980,0,1
21,0,1980,0,1
22,0,1980,0,0
23,0,1980,0,0
24,0,1980,0,0
25,0,1980,0,0
26,0,1980,0,0
27,0,1980,0,0
28,0,1980,0,0
29,0,1980,0,0
30,0,1980,0,0
31,0,1980,0,0
32,0,1980,0,0
33,0,1980,0,0
34,0,1980,0,0
35,0,1980,0,0
36,0,1980,0,0
37,0,1980,0,0
38,0,1980,0,0
39,0,1980,0,0
40,0,1980,0,0
41,0,1980,0,0
42,0,1980,0,0
43,0,1980,0,0
44,0,1980,0,0
45,0,1980,0,0
46,0,1980,0,0
47,0,1980,0,0
48,0,1980,0,0
49,0,1980,0,0
50,0,1980,0,0
51,0,1980,0,0
52,0,1980,0,0
53,0,1980,0,0
0,0,1981,0,0
1,0,1981,0,0
2,0,1981,0,0
3,0,1981,0,1
4,0,1981,0,1
5,0,1981,0,0
6,0,1981,0,1
7,0,1981,0,1
8,0,1981,0,0
9,0,1981,0,0
10,0,1981,0,0
11,0,1981,0,1
12,0,1981,0,0
13,0,1981,0,1
14,0,1981,0,1
15,0,1981,0,1
16,0,1981,0,0
17,1,1981,0,1
18,0,1981,0,0
19,0,1981,0,1
20,0,1981,0,0
21,0,1981,0,0
22,0,1981,0,0
23,0,1981,0,0
24,0,1981,0,0
25,0,1981,0,0
26,0,1981,0,0
27,0,1981,0,0
28,0,1981,0,0
29,0,1981,0,0
30,0,1981,0,0
31,0,1981,0,0
32,0,1981,0,0
33,0,1981,0,0
34,0,1981,0,0
35,0,1981,0,0
36,0,1981,0,0
37,0,1981,0,0
38,0,1981,0,0
39,0,1981,0,0
40,0,1981,0,0
41,0,1981,0,0
42,0,1981,0,0
43,0,1981,0,0
44,0,1981,0,0
45,0,1981,0,0
46,0,1981,0,0
47,0,1981,0,0
48,0,1981,0,0
49,0,1981,0,0
50,0,1981,0,0
51,0,1981,0,0
52,0,1981,0,0
53,0,1981,0,0
0,0,1982,0,0
1,0,1982,0,0
2,0,1982,0,1
3,1,1982,0,1
4,0,1982,0,1
5,0,1982,0,1
6,0,1982,0,0
7,0,1982,0,0
8,0,1982,0,0
9,0,1982,0,0
10,0,1982,0,0
11,0,1982,0,0
12,0,1982,0,0
13,0,1982,0,1
14,0,1982,0,1
15,0,1982,0,1
16,0,1982,0,0
17,0,1982,0,1
18,0,1982,0,0
19,0,1982,0,0
20,0,1982,0,1
21,0,1982,0,0
22,0,1982,0,0
23,0,1982,0,1
24,0,1982,0,0
25,0,1982,0,0
26,0,1982,0,0
27,0,1982,0,0
28,0,1982,0,0
29,0,1982,0,0
30,0,1982,0,0
31,0,1982,0,0
32,0,1982,0,0
33,0,1982,0,0
34,0,1982,0,0
35,0,1982,0,0
36,0,1982,0,0
37,0,1982,0,0
38,0,1982,0,0
39,0,1982,0,0
40,0,1982,0,0
41,0,1982,0,0
42,0,1982,0,0
43,0,1982,0,0
44,0,1982,0,0
45,0,1982,0,0
46,0,1982,0,0
47,0,1982,0,0
48,0,1982,0,0
49,0,1982,0,0
50,0,1982,0,0
51,0,1982,0,0
52,0,1982,0,0
53,0,1982,0,0
0,0,1983,0,1
1,0,1983,0,0
2,0,1983,0,0
3,0,1983,0,1
4,0,1983,0,0
5,0,1983,0,1
6,0,1983,0,0
7,1,1983,0,1
8,0,1983,0,0
9,0,1983,0,0
10,0,1983,0,0
11,0,1983,0,0
12,0,1983,0,1
13,0,1983,0,1
14,0,1983,0,1
15,0,1983,0,0
16,0,1983,0,0
17,0,1983,0,1
18,0,1983,0,0
19,0,1983,0,1
20,0,1983,0,0
21,0,1983,0,0
22,0,1983,0,0
23,0,1983,0,1
24,0,1983,0,0
25,0,1983,0,0
26,0,1983,0,0
27,0,1983,0,0
28,0,1983,0,0
29,0,1983,0,0
30,0,1983,0,0
31,0,1983,0,0
32,0,1983,0,0
33,0,1983,0,0
34,0,1983,0,0
35,0,1983,0,0
36,0,1983,0,0
37,0,1983,0,0
38,0,1983,0,0
39,0,1983,0,0
40,0,1983,0,0
41,0,1983,0,0
42,0,1983,0,0
43,0,1983,0,0
44,0,1983,0,0
45,0,1983,0,0
46,0,1983,0,0
47,0,1983,0,0
48,0,1983,0,0
49,0,1983,0,0
50,0,1983,0,0
51,0,1983,0,0
52,0,1983,0,0
53,0,1983,0,0
0,0,1984,0,0
1,0,1984,0,0
2,0,1984,0,1
3,0,1984,0,1
4,0,1984,0,0
5,0,1984,0,1
6,0,1984,0,0
7,0,1984,0,1
8,0,1984,0,0
9,0,1984,0,0
10,0,1984,0,1
11,0,1984,0,0
12,0,1984,0,0
13,1,1984,0,1
14,0,1984,0,0
15,0,1984,0,1
16,0,1984,0,0
17,0,1984,0,1
18,0,1984,0,1
19,0,1984,0,1
20,0,1984,0,0
21,0,1984,0,0
22,0,1984,0,0
23,0,1984,0,0
24,0,1984,0,0
25,0,1984,0,0
26,0,1984,0,0
27,0,1984,0,0
28,0,1984,0,0
29,0,1984,0,0
30,0,1984,0,0
31,0,1984,0,0
32,0,1984,0,0
33,0,1984,0,0
34,0,1984,0,0
35,0,1984,0,0
36,0,1984,0,0
37,0,1984,0,0
38,0,1984,0,0
39,0,1984,0,0
40,0,1984,0,0
41,0,1984,0,0
42,0,1984,0,0
43,0,1984,0,0
44,0,1984,0,0
45,0,1984,0,0
46,0,1984,0,0
47,0,1984,0,0
48,0,1984,0,0
49,0,1984,0,0
50,0,1984,0,0
51,0,1984,0,0
52,0,1984,0,0
53,0,1984,0,0
0,0,1985,0,1
1,0,1985,0,1
2,0,1985,0,1
3,0,1985,0,0
4,0,1985,0,1
5,0,1985,0,0
6,0,1985,0,1
7,0,1985,0,1
8,0,1985,0,0
9,0,1985,0,0
10,1,1985,0,0
11,0,1985,0,0
12,0,1985,0,1
13,0,1985,0,1
14,0,1985,0,0
15,0,1985,0,0
16,0,1985,0,0
17,0,1985,0,1
18,0,1985,0,0
19,0,1985,0,0
20,0,1985,0,0
21,0,1985,0,1
22,0,1985,0,0
23,0,1985,0,0
24,0,1985,0,0
25,0,1985,0,0
26,0,1985,0,0
27,0,1985,0,0
28,0,1985,0,0
29,0,1985,0,0
30,0,1985,0,0
31,0,1985,0,0
32,0,1985,0,0
33,0,1985,0,0
34,0,1985,0,0
35,0,1985,0,0
36,0,1985,0,0
37,0,1985,0,0
38,0,1985,0,0
39,0,1985,0,0
40,0,1985,0,0
41,0,1985,0,0
42,0,1985,0,0
43,0,1985,0,0
44,0,1985,0,0
45,0,1985,0,0
46,0,1985,0,0
47,0,1985,0,0
48,0,1985,0,0
49,0,1985,0,0
50,0,1985,0,0
51,0,1985,0,0
52,0,1985,0,0
53,0,1985,0,0
0,1,1986,0,0
1,0,1986,0,1
2,0,1986,0,1
3,0,1986,0,1
4,0,1986,0,1
5,0,1986,0,1
6,0,1986,0,1
7,0,1986,0,0
8,0,1986,0,0
9,0,1986,0,0
10,0,1986,0,1
11,0,1986,0,0
12,0,1986,0,0
13,0,1986,0,1
14,0,1986,0,0
15,0,1986,0,0
16,0,1986,0,0
17,0,1986,0,1
18,0,1986,0,0
19,0,1986,0,1
20,0,1986,0,0
21,0,1986,0,0
22,0,1986,0,0
23,0,1986,0,0
24,0,1986,0,0
25,0,1986,0,0
26,0,1986,0,0
27,0,1986,0,0
28,0,1986,0,0
29,0,1986,0,0
30,0,1986,0,0
31,0,1986,0,0
32,0,1986,0,0
33,0,1986,0,0
34,0,1986,0,0
35,0,1986,0,0
36,0,1986,0,0
37,0,1986,0,0
38,0,1986,0,0
39,0,1986,0,0
40,0,1986,0,0
41,0,1986,0,0
42,0,1986,0,0
43,0,1986,0,0
44,0,1986,0,0
45,0,1986,0,0
46,0,1986,0,0
47,0,1986,0,0
48,0,1986,0,0
49,0,1986,0,0
50,0,1986,0,0
51,0,1986,0,0
52,0,1986,0,0
53,0,1986,0,0
0,0,1987,0,1
1,0,1987,0,0
2,0,1987,0,0
3,0,1987,0,1
4,1,1987,0,1
5,0,1987,0,0
6,0,1987,0,0
7,0,1987,0,1
8,0,1987,0,0
9,0,1987,0,0
10,0,1987,0,0
11,0,1987,0,0
12,0,1987,0,1
13,0,1987,0,1
14,0,1987,0,1
15,0,1987,0,0
16,0,1987,0,1
17,0,1987,0,1
18,0,1987,0,0
19,0,1987,0,0
20,0,1987,0,0
21,0,1987,0,1
22,0,1987,0,0
23,0,1987,0,0
24,0,1987,0,0
25,0,1987,0,0
26,0,1987,0,0
27,0,1987,0,0
28,0,1987,0,0
29,0,1987,0,0
30,0,1987,0,0
31,0,1987,0,0
32,0,1987,0,0
33,0,1987,0,0
34,0,1987,0,0
35,0,1987,0,0
36,0,1987,0,0
37,0,1987,0,0
38,0,1987,0,0
39,0,1987,0,0
40,0,1987,0,0
41,0,1987,0,0
42,0,1987,0,0
43,0,1987,0,0
44,0,1987,0,0
45,0,1987,0,0
46,0,1987,0,0
47,0,1987,0,0
48,0,1987,0,0
49,0,1987,0,0
50,0,1987,0,0
51,0,1987,0,0
52,0,1987,0,0
53,0,1987,0,0
0,0,1988,0,0
1,0,1988,0,0
2,0,1988,0,0
3,0,1988,0,1
4,0,1988,0,1
5,0,1988,0,1
6,0,1988,0,1
7,0,1988,0,0
8,0,1988,0,0
9,0,1988,0,0
10,0,1988,0,1
11,0,1988,0,0
12,0,1988,0,0
13,0,1988,0,0
14,1,1988,0,0
15,0,1988,0,1
16,0,1988,0,0
17,0,1988,0,0
18,0,1988,0,1
19,0,1988,0,0
20,0,1988,0,1
21,0,1988,0,1
22,0,1988,0,0
23,0,1988,0,1
24,0,1988,0,0
25,0,1988,0,0
26,0,1988,0,0
27,0,1988,0,0
28,0,1988,0,0
29,0,1988,0,0
30,0,1988,0,0
31,0,1988,0,0
32,0,1988,0,0
33,0,1988,0,0
34,0,1988,0,0
35,0,1988,0,0
36,0,1988,0,0
37,0,1988,0,0
38,0,1988,0,0
39,0,1988,0,0
40,0,1988,0,0
41,0,1988,0,0
42,0,1988,0,0
43,0,1988,0,0
44,0,1988,0,0
45,0,1988,0,0
46,0,1988,0,0
47,0,1988,0,0
48,0,1988,0,0
49,0,1988,0,0
50,0,1988,0,0
51,0,1988,0,0
52,0,1988,0,0
53,0,1988,0,0
0,0,1989,0,0
1,0,1989,0,0
2,0,1989,0,1
3,0,1989,0,0
4,0,1989,0,1
5,0,1989,0,1
6,0,1989,0,0
7,0,1989,0,1
8,0,1989,0,0
9,0,1989,0,0
10,0,1989,0,1
11,0,1989,0,0
12,0,1989,0,0
13,0,1989,0,0
14,0,1989,0,1
15,0,1989,0,1
16,0,1989,0,0
17,0,1989,0,1
18,1,1989,0,1
19,0,1989,0,0
20,0,1989,0,0
21,0,1989,0,1
22,0,1989,0,0
23,0,1989,0,0
24,0,1989,0,0
25,0,1989,0,0
26,0,1989,0,0
27,0,1989,0,0
28,0,1989,0,0
29,0,1989,0,0
30,0,1989,0,0
31,0,1989,0,0
32,0,1989,0,0
33,0,1989,0,0
34,0,1989,0,0
35,0,1989,0,0
36,0,1989,0,0
37,0,1989,0,0
38,0,1989,0,0
39,0,1989,0,0
40,0,1989,0,0
41,0,1989,0,0
42,0,1989,0,0
43,0,1989,0,0
44,0,1989,0,0
45,0,1989,0,0
46,0,1989,0,0
47,0,1989,0,0
48,0,1989,0,0
49,0,1989,0,0
50,0,1989,0,0
51,0,1989,0,0
52,0,1989,0,0
53,0,1989,0,0
0,0,1990,0,0
1,0,1990,0,1
2,0,1990,0,1
3,0,1990,0,0
4,0,1990,0,0
5,0,1990,0,0
6,1,1990,0,1
7,0,1990,0,0
8,0,1990,0,0
9,0,1990,0,0
10,0,1990,0,0
11,0,1990,0,0
12,0,1990,0,1
13,0,1990,0,1
14,0,1990,0,0
15,0,1990,0,0
16,0,1990,0,0
17,0,1990,0,1
18,0,1990,0,1
19,0,1990,0,1
20,0,1990,0,1
21,0,1990,0,1
22,0,1990,0,0
23,0,1990,0,0
24,0,1990,0,0
25,0,1990,0,0
26,0,1990,0,0
27,0,1990,0,0
28,0,1990,0,0
29,0,1990,0,0
30,0,1990,0,0
31,0,1990,0,0
32,0,1990,0,0
33,0,1990,0,0
34,0,1990,0,0
35,0,1990,0,0
36,0,1990,0,0
37,0,1990,0,0
38,0,1990,0,0
39,0,1990,0,0
40,0,1990,0,0
41,0,1990,0,0
42,0,1990,0,0
43,0,1990,0,0
44,0,1990,0,0
45,0,1990,0,0
46,0,1990,0,0
47,0,1990,0,0
48,0,1990,0,0
49,0,1990,0,0
50,0,1990,0,0
51,0,1990,0,0
52,0,1990,0,0
53,0,1990,0,0
0,0,1991,0,0
1,0,1991,0,0
2,1,1991,0,1
3,0,1991,0,1
4,0,1991,0,1
5,0,1991,0,0
6,0,1991,0,1
7,0,1991,0,0
8,0,1991,0,0
9,0,1991,0,0
10,0,1991,0,0
11,0,1991,0,0
12,0,1991,0,1
13,0,1991,0,0
14,0,1991,0,0
15,0,1991,0,0
16,0,1991,0,0
17,0,1991,0,1
18,0,1991,0,1
19,0,1991,0,1
20,0,1991,0,0
21,0,1991,0,1
22,0,1991,0,0
23,0,1991,0,0
24,0,1991,0,1
25,0,1991,0,0
26,0,1991,0,0
27,0,1991,0,0
28,0,1991,0,0
29,0,1991,0,0
30,0,1991,0,0
31,0,1991,0,0
32,0,1991,0,0
33,0,1991,0,0
34,0,1991,0,0
35,0,1991,0,0
36,0,1991,0,0
37,0,1991,0,0
38,0,1991,0,0
39,0,1991,0,0
40,0,1991,0,0
41,0,1991,0,0
42,0,1991,0,0
43,0,1991,0,0
44,0,1991,0,0
45,0,1991,0,0
46,0,1991,0,0
47,0,1991,0,0
48,0,1991,0,0
49,0,1991,0,0
50,0,1991,0,0
51,0,1991,0,0
52,0,1991,0,0
53,0,1991,0,0
0,0,1992,0,0
1,0,1992,0,0
2,0,1992,0,1
3,0,1992,0,0
4,1,1992,0,1
5,0,1992,0,1
6,0,1992,0,1
7,0,1992,0,0
8,0,1992,0,1
9,0,1992,0,0
10,0,1992,0,0
11,0,1992,0,1
12,0,1992,0,1
13,0,1992,0,1
14,0,1992,0,1
15,0,1992,0,0
16,0,1992,0,0
17,0,1992,0,0
18,0,1992,0,0
19,0,1992,0,0
20,0,1992,0,0
21,0,1992,0,0
22,0,1992,0,0
23,0,1992,0,1
24,0,1992,0,0
25,0,1992,0,0
26,0,1992,0,0
27,0,1992,0,0
28,0,1992,0,0
29,0,1992,0,0
30,0,1992,0,0
31,0,1992,0,0
32,0,1992,0,0
33,0,1992,0,0
34,0,1992,0,0
35,0,1992,0,0
36,0,1992,0,0
37,0,1992,0,0
38,0,1992,0,0
39,0,1992,0,0
40,0,1992,0,0
41,0,1992,0,0
42,0,1992,0,0
43,0,1992,0,0
44,0,1992,0,0
45,0,1992,0,0
46,0,1992,0,0
47,0,1992,0,0
48,0,1992,0,0
49,0,1992,0,0
50,0,1992,0,0
51,0,1992,0,0
52,0,1992,0,0
53,0,1992,0,0
0,0,1993,0,0
1,0,1993,0,0
2,0,1993,0,1
3,0,1993,0,0
4,1,1993,0,1
5,0,1993,0,1
6,0,1993,0,1
7,0,1993,0,0
8,0,1993,0,1
9,0,1993,0,0
10,0,1993,0,0
11,0,1993,0,0
12,0,1993,0,0
13,0,1993,0,0
14,0,1993,0,0
15,0,1993,0,1
16,0,1993,0,0
17,0,1993,0,1
18,0,1993,0,0
19,0,1993,0,1
20,0,1993,0,1
21,0,1993,0,0
22,0,1993,0,0
23,0,1993,0,0
24,0,1993,0,1
25,0,1993,0,0
26,0,1993,0,0
27,0,1993,0,0
28,0,1993,0,0
29,0,1993,0,0
30,0,1993,0,0
31,0,1993,0,0
32,0,1993,0,0
33,0,1993,0,0
34,0,1993,0,0
35,0,1993,0,0
36,0,1993,0,0
37,0,1993,0,0
38,0,1993,0,0
39,0,1993,0,0
40,0,1993,0,0
41,0,1993,0,0
42,0,1993,0,0
43,0,1993,0,0
44,0,1993,0,0
45,0,1993,0,0
46,0,1993,0,0
47,0,1993,0,0
48,0,1993,0,0
49,0,1993,0,0
50,0,1993,0,0
51,0,1993,0,0
52,0,1993,0,0
53,0,1993,0,0
0,0,1994,0,0
1,0,1994,0,0
2,0,1994,0,1
3,0,1994,0,0
4,1,1994,0,1
5,0,1994,0,0
6,0,1994,0,0
7,0,1994,0,0
8,0,1994,0,1
9,0,1994,0,0
10,0,1994,0,1
11,0,1994,0,1
12,0,1994,0,0
13,0,1994,0,1
14,0,1994,0,1
15,0,1994,0,1
16,0,1994,0,0
17,0,1994,0,1
18,0,1994,0,0
19,0,1994,0,0
20,0,1994,0,1
21,0,1994,0,0
22,0,1994,0,0
23,0,1994,0,0
24,0,1994,0,0
25,0,1994,0,0
26,0,1994,0,0
27,0,1994,0,0
28,0,1994,0,0
29,0,1994,0,0
30,0,1994,0,0
31,0,1994,0,0
32,0,1994,0,0
33,0,1994,0,0
34,0,1994,0,0
35,0,1994,0,0
36,0,1994,0,0
37,0,1994,0,0
38,0,1994,0,0
39,0,1994,0,0
40,0,1994,0,0
41,0,1994,0,0
42,0,1994,0,0
43,0,1994,0,0
44,0,1994,0,0
45,0,1994,0,0
46,0,1994,0,0
47,0,1994,0,0
48,0,1994,0,0
49,0,1994,0,0
50,0,1994,0,0
51,0,1994,0,0
52,0,1994,0,0
53,0,1994,0,0
0,0,1995,0,0
1,0,1995,0,0
2,0,1995,0,1
3,0,1995,0,1
4,0,1995,0,1
5,0,1995,0,0
6,0,1995,0,0
7,0,1995,0,0
8,0,1995,0,1
9,0,1995,0,0
10,1,1995,0,1
11,0,1995,0,1
12,0,1995,0,0
13,0,1995,0,0
14,0,1995,0,0
15,0,1995,0,0
16,0,1995,0,0
17,0,1995,0,1
18,0,1995,0,0
19,0,1995,0,0
20,0,1995,0,0
21,0,1995,0,0
22,0,1995,0,0
23,0,1995,0,0
24,0,1995,0,0
25,0,1995,0,0
26,0,1995,0,0
27,0,1995,0,0
28,0,1995,0,0
29,0,1995,0,1
30,0,1995,0,0
31,0,1995,0,1
32,0,1995,0,0
33,0,1995,0,1
34,0,1995,0,0
35,0,1995,0,0
36,0,1995,0,0
37,0,1995,0,0
38,0,1995,0,0
39,0,1995,0,0
40,0,1995,0,0
41,0,1995,0,0
42,0,1995,0,0
43,0,1995,0,0
44,0,1995,0,0
45,0,1995,0,0
46,0,1995,0,0
47,0,1995,0,0
48,0,1995,0,0
49,0,1995,0,0
50,0,1995,0,0
51,0,1995,0,0
52,0,1995,0,0
53,0,1995,0,0
0,0,1996,0,0
1,0,1996,0,0
2,0,1996,0,1
3,0,1996,0,0
4,1,1996,0,0
5,0,1996,0,1
6,0,1996,0,0
7,0,1996,0,0
8,0,1996,0,0
9,0,1996,0,0
10,0,1996,0,1
11,0,1996,0,0
12,0,1996,0,1
13,0,1996,0,1
14,0,1996,0,0
15,0,1996,0,0
16,0,1996,0,0
17,0,1996,0,1
18,0,1996,0,0
19,0,1996,0,0
20,0,1996,0,0
21,0,1996,0,1
22,0,1996,0,0
23,0,1996,0,1
24,0,1996,0,0
25,0,1996,0,0
26,0,1996,0,1
27,0,1996,0,1
28,0,1996,0,0
29,0,1996,0,0
30,0,1996,0,0
31,0,1996,0,0
32,0,1996,0,0
33,0,1996,0,0
34,0,1996,0,0
35,0,1996,0,0
36,0,1996,0,0
37,0,1996,0,0
38,0,1996,0,0
39,0,1996,0,0
40,0,1996,0,0
41,0,1996,0,0
42,0,1996,0,0
43,0,1996,0,0
44,0,1996,0,0
45,0,1996,0,0
46,0,1996,0,0
47,0,1996,0,0
48,0,1996,0,0
49,0,1996,0,0
50,0,1996,0,0
51,0,1996,0,0
52,0,1996,0,0
53,0,1996,0,0
0,0,1997,0,0
1,0,1997,0,0
2,0,1997,0,0
3,0,1997,0,0
4,0,1997,0,1
5,0,1997,0,0
6,0,1997,0,0
7,0,1997,0,0
8,0,1997,0,0
9,0,1997,0,0
10,0,1997,0,1
11,0,1997,0,1
12,0,1997,0,0
13,0,1997,0,1
14,0,1997,0,0
15,0,1997,0,1
16,0,1997,0,0
17,1,1997,0,1
18,0,1997,0,0
19,0,1997,0,1
20,0,1997,0,0
21,0,1997,0,0
22,0,1997,0,0
23,0,1997,0,1
24,0,1997,0,0
25,0,1997,0,0
26,0,1997,0,1
27,0,1997,0,0
28,0,1997,0,1
29,0,1997,0,0
30,0,1997,0,0
31,0,1997,0,0
32,0,1997,0,0
33,0,1997,0,0
34,0,1997,0,0
35,0,1997,0,0
36,0,1997,0,0
37,0,1997,0,0
38,0,1997,0,0
39,0,1997,0,0
40,0,1997,0,0
41,0,1997,0,0
42,0,1997,0,0
43,0,1997,0,0
44,0,1997,0,0
45,0,1997,0,0
46,0,1997,0,0
47,0,1997,0,0
48,0,1997,0,0
49,0,1997,0,0
50,0,1997,0,0
51,0,1997,0,0
52,0,1997,0,0
53,0,1997,0,0
0,0,1998,0,0
1,0,1998,0,0
2,0,1998,0,1
3,0,1998,0,0
4,0,1998,0,1
5,1,1998,0,0
6,0,1998,0,1
7,0,1998,0,0
8,0,1998,0,1
9,0,1998,0,0
10,0,1998,0,0
11,0,1998,0,0
12,0,1998,0,1
13,0,1998,0,0
14,0,1998,0,0
15,0,1998,0,0
16,0,1998,0,1
17,0,1998,0,1
18,0,1998,0,0
19,0,1998,0,0
20,0,1998,0,0
21,0,1998,0,0
22,0,1998,0,0
23,0,1998,0,1
24,0,1998,0,0
25,0,1998,0,0
26,0,1998,0,0
